text,emotion,source_type,source_name
"Я хотел заставить себя смотреть на это, но не смог, в тот самый момент закрыл глаза. Только слышал звук. Ты знаешь, это похоже на звук садовых ножниц. Потом открыл глаза и увидел его голову на земле. Сколько раз видел на разных картинах отрезанные головы, например, на блюде, излюбленный художниками сюжет – в этом было ужасное, но и возвышенное, красивое. А тут передо мной валялось что-то маленькое, измазанное черной кровью, облепленное песком. Исковерканный рот с прикушенным языком, закатившийся глаз. Тело без головы какое-то невозможное, куцее. Из шеи этого тела лилась темная струйка.",fear,book,pismovnik
"Знаешь, о чем я тогда писал? О Гамлете. Вернее, о себе, что вот и у меня умер, а может, и не умер отец, а мать вышла замуж за другого, да еще и слепого, но совершенно непонятно, почему все должны травить друг друга и пронзать острыми предметами, не заливая при этом сцену кровью. А если все умрут без всяких надуманных злодейств и интриг, просто так, сами по себе, прожив жизнь – это что, уже не будет Гамлет? Да еще страшнее! Подумаешь, призрак отца! Детские страшилки.",anger,book,pismovnik
"О Гулливере задумалась – как же он какал? И что бедные лилипуты делали со всем этим? Один раз пописал, и хватило на то, чтобы затушить целый пожар. Ведь в какие горы превращались ежеутренне все эти быки, коровы, бараны! Вдруг ощутила какую-то большую неправду, но не оттого, что не бывает таких больших людей.",enjoyment,book,pismovnik
"На антресолях у нас хранились чемоданы со старыми вещами, мама иногда их перебирала, и однажды она достала большой свитер, приложила ко мне и сказала, что вот я вырасту и буду его носить. Я понял, что это осталось от моего отца. И вдруг я увидел мой отцовский свитер на отчиме. Почему-то именно это меня задело больше всего.",distress,book,pismovnik
"Издевается надо мной, что я в библиотеке – из жалости к умершим и никому не нужным авторам – беру самые забытые книги, потому что иначе об этих писателях никто и не вспомнит. Мол, сама неряха и растрепа, а понравившиеся мысли подчеркиваю аккуратно, по расческе. Встанет в позу и учит, как старшая сестра: нельзя прожить жизнь такой размазней, нужно научиться быть выше травы и громче воды! Запомни, сестренка, семнадцатое правило Фалеса Милетского: лучше вызывай зависть, чем жалость!",excitement,book,pismovnik
"И когда он произносил эти слова, то все кругом – и наша комната, и люстра с вечной перегоревшей лампочкой, и стопка газет на подоконнике, и шумный город за окном – все это становилось ненастоящим, а страна попа Ивана была настоящая, и сам поп Иван был настоящим, и сидел он уже не на краю моей кроватки, а в теремце на слонихе и обводил царским взором свои владения.",neutral,book,pismovnik
"Сегодня Кирилл практиковался в своей каллиграфии, и мне так захотелось попробовать, что не удержался и тоже сделал несколько мазков. Глазенап снисходительно заметил, что мой мазок напоминает секцию бамбука, чем я несказанно возгордился, но, как оказалось, зря. Представляешь, мазок кисти не должен напоминать ни голову овцы, ни хвост крысы, ни ногу аиста, ни сломанную ветку, то есть вообще ничего реального. Теперь-то я знаю, что горизонтальный мазок подобен облаку, простирающемуся на десять тысяч ли. Я решил каллиграфией больше не заниматься.",neutral,book,pismovnik
"Так люблю смотреть, как она играет с этим невидимым существом, кормит его, поит чаем. Так и не знаю, что это за зверек. Зайка заботливо дует ему на блюдечко, чтобы не обжегся. Пилит его, чтобы он не полоскал во рту чай, перед тем как проглотить. Смочив слюной платок, оттирает ему грязь на лице и ругает с моей интонацией. А когда он заболеет, лечит его особым лекарством – запахом шоколада, который у нее хранится в большой коробке из-под новогодних конфет.",excitement,book,pismovnik
"Все смотрели на нас, и я не мог выносить эти сочувствующие взгляды, эти придыхания в сторону: «Какой ужас!» или «Не приведи Господь!». И вести его нужно было плавно, без резких движений и рывков, иначе он начинал сердито выговаривать мне и больно сжимал руку. Помогать ему нужно было уметь. Он бесился, когда сердобольные люди хотели помочь ему и хватали за руку с тростью. А попробуй провести его мимо всех луж, если дождь!",distress,book,pismovnik
"– Все эти шаровые скопления и диффузные туманности для нас как фотокарточка, чик – и навсегда. Вот был когда-то Большой взрыв. Ба-бах! Все разлетелось. Но это для нас разлетелось. А на самом деле – быстро разлетелось и быстро собралось обратно. Снова ба-бах, опять разлетелось, опять собралось. Опять бабах. Как бы тебе это попроще объяснить? Ну вот как ребенок берет кусок пластилина, лепит из него зверушек, человечков, деревья, домики. Потом скатывает, сминает все в один ком. А завтра опять принимается лепить. Или, вернее, так: помнишь ту старуху у парка? Это для нас вечность, а на самом деле это просто как аккорд на гармошке – развел руки, сжал. Развел, сжал. Понимаешь?",shame,book,pismovnik
"Мне так не хватает твоих писем! Мы все ждем тут почту, но ее нет и, скорее всего, в ближайшее время не будет. Где-то твои письма колесят. И обязательно попадут ко мне – где бы они ни были. Жду и жду – и все равно дождусь. Получу, наверное, сразу целую охапку. Они где-то скапливаются, а потом хлынут, как через запруду…",distress,book,pismovnik
"Понимаешь, Сашенька, я жил в какой-то отчужденности от жизни. Между мной и миром оградой выросли буквы. На происходившее со мной я смотрел только с точки зрения слов – могу я это взять с собой туда, на страницу, или нет. Я знал теперь, что ответить давно сгнившим мудрецам: мимолетное обретает смысл, если поймать его на лету. Где вы, мудрецы, ау? Где видимый вами мир? Где ваше мимолетное? Не знаете? А я знаю.",neutral,book,pismovnik
"И так заводим друг друга, до слез, до истерики. Наверно, мне это зачем-то было нужно – слезы, крики, топанье ногами, разрывание наволочек. Один раз заперлась и стала обрывать занавески так, что карниз с треском обвалился. Она стучится ко мне в дверь и кричит, что она моя мать и уже поэтому достойна моего уважения, а я кричу в ответ, что я себя в ту яйцеклетку не запихивала и вообще рожать себя не просила и потому ничем ей не обязана.",anger,book,pismovnik
"Он рассказывает всегда такие забавные вещи! Вот, например, как тебе такая история? Живую энергию, которая пронизывает и связывает все вокруг, китайцы называют ци. А влиять на ци можно музыкой. И музыкальными звуками определять насыщенность ци. Раньше, чтобы выяснить, готова ли армия к бою, музыкант становился среди солдат, дул в специальную трубу и по звуку делал свое заключение. Если труба звучала ослабленно, то и воинский дух был соответствующий, что предсказывало поражение в бою. В этом случае полководец приказывал своей армии не начинать сражения и отступить. Улыбнулась?",excitement,book,pismovnik
"Все здесь исходят из того, что осажденных в дипломатическом квартале Пекина, которых мы идем спасать, уже нет в живых. Освобождать, увы, больше некого. Те, кому удалось вырваться, говорят, что в городе устроили резню, европейцев никого не оставили в живых, а миссии сровняли с землей. Еще держится европейский отряд в окруженном Тяньцзине, там идут тяжелые бои. Нас отправили на выручку. Наверно, завтра или послезавтра мы прибудем туда.",neutral,book,pismovnik
"У меня удивительное ощущение, как будто я участвую в образовании новой планеты, которая от меня в свой положенный срок отпочкуется, будто я – сестра жизни и вообще близкий родственник каждому дереву. Но так ведь и есть. Треплю Доньке загривок и думаю: псина моя, у нас ведь с тобой общий белковый предок, понимаешь? Она понимает! Вот у нее пупок и у меня. И мы этим пупком связаны. Чешу ей пузо, и она счастливо машет хвостом. И я вместе с ней битком набита счастьем, только хвоста нет, чтобы так же радостно стучать им по паркету!",enjoyment,book,pismovnik
"В городе идет неудержный и ненасытный грабеж. Грабят все. Комендантом назначили английского капитана Байли. Чтобы остановить мародерство, он тут же публично расстрелял одного из английских солдат – сипая. Наше начальство решило не упасть в грязь лицом и велело расстрелять двух русских. Схватили первых, кто под руку попался, и расстреляли. Узнав об этом, генерал Фукусима приказал расстрелять троих японцев.",fear,book,pismovnik
"Там на протяжении двух верст видны одни обгоревшие стены, одинокие трубы, груды камней, обломков и угля. Дома китайцев, уцелевшие от огня, разграблены. Во дворах разбросаны кучи простого и дорогого шелкового платья, всякая мебель, посуда, рухлядь, богатые китайские вышивки, фарфоровые вазы, картины с великолепной инкрустацией, часы – все разбито, затоптано.",distress,book,pismovnik
"От сегодняшней песчаной бури остался налет песка на всем. Даже на зубах скрипит. Все время хочется прополоскать рот. Но главное – жажда. Постоянно прикладываюсь к фляжке, правда, от этой воды только хуже. Пот ручьями льется по лицу и всему телу. А пыль, прилипшая к коже, покрывает ее густой липкой пленкой. Ну, вот, нажаловался. Все это ерунда, поверь!",neutral,book,pismovnik
"Сашенька, ты знаешь, я слушал заупокойное бормотание, смотрел на солдат, стреляющих над могилой залпом в небо, а в голову лезли совершенно неподобающие минуте мысли. Вот американские индейцы стреляли в небо из луков, чтобы отогнать прочь злых духов, а у нас стрельбу из ружей на военных похоронах называют прощальным салютом. И это тот же самый обряд, какой отправляли индейцы, когда пускали в небо стрелы. И тем, кто сейчас в мешках лежит под глиной, ничего этого не нужно.",neutral,book,pismovnik
"А сегодня проснулась и лежала, не открывая глаз, только слушала все звуки кругом, такие живые, такие простые, такие домашние – вот где-то строчит с утра пораньше швейная машинка, гудит лифт, хлопает дверь подъезда, трамвай дребезжит в конце улицы, какая-то птица верещит в форточку. Ты бы взглянул на нее и сказал, как она называется.",neutral,book,pismovnik
"Для меня тот мальчик оставался в какой-то непредставимой жизни до моего рождения, которая если и существовала, то сливалась с какими-то доисторическими временами, но для мамы он был здесь, рядом со мной, – присутствуя, не отлучаясь. Однажды мы ехали на дачу на электричке, и напротив сидел ребенок с бабушкой. Ребенок как ребенок, писклявый, капризный, сопливый, картавый. Все чего-то от своей бабки хотел. Та его без конца шпыняла:",neutral,book,pismovnik
"Русским выпало оборонять железнодорожную станцию на левом берегу – местность самая невыгодная. Вокзал было решено удерживать любой ценой, потому что тогда китайцы овладели бы всем левым берегом и смогли бы обстреливать концессии, прячась за бунтами соли, которыми завалены подъездные пути, и защитники не продержались бы и суток.",fear,book,pismovnik
"Достается не только людям. Позавчера у меня на глазах произошло вот что. Вторая батарея выдвигалась на позицию. Дорога спускалась с пригорка, лошади побежали рысью. Вдруг одна лошадь, на которой сидел ездовой солдат, упала. К счастью, солдат успел спрыгнуть в сторону, но на лошадь наскочило орудие и переломило ей обе задние ноги. Она жалобно ржала. Ее пристрелили.",fear,book,pismovnik
"Мы с Кириллом нашли здесь богатую европейскую библиотеку. В основном книги по математике, физике, химии. Наши солдаты сразу вздумали рвать и жечь – никто их уже и не останавливает. Интересно, что все академические здания выстроены в китайском вкусе и следуют гуськом, одно позади другого. В первых зданиях помещались профессора, аудитории, лаборатории, ученые кабинеты, в следующих – общежития для студентов. Позади службы и кухня.",startle,book,pismovnik
"Было странное ощущение, что происходит все не со мной, настолько это было одновременно невозможно и обыденно. Он представил меня жене и детям, сказав, что я сын Нины, его первой жены. Всем было неловко – никто к такому не был готов. Все молчали. Говорила за всех его жена, но говорила сдавленным хриплым шепотом. Объяснила, что у нее на нервной почве образовался нарост на щитовидке, давит на трахею. Странно, она чем-то напоминала мою мать.",shame,book,pismovnik
"Особенно после того, как я попал сюда, время летит быстро и незаметно, то, наоборот, останавливается и ни с места, и даже не очень понимаешь – существует ли оно вообще? Скорее так – за всеми событиями кажется, что время становится невидимым, а вспомнишь день, когда я оторвался от тебя, – получается, что прошло его много, очень много.",neutral,book,pismovnik
"Мы нарушили всеобщую гармонию. Мы – это такие дыры в совершенном мироздании, через которые уходит тепло и смысл, выдувается космическим ледяным сквозняком. Назовите всеобщую гармонию хоть фэн-шуем, хоть уставом, без разницы, главное, что всего в ней с избытком – и жизни, и смерти, а главное, человеческого тепла.",neutral,book,pismovnik
"Казалось, что мне открылась истина. Я вдруг почувствовал себя сильным. Не просто сильным, а всесильным. Да, Сашка, смейся надо мной – я ощутил себя всемогущим. Мне открылось то, что было закрыто для незнающих. Мне открылась сила слова. По крайней мере, тогда так казалось. Через меня замкнулась очень важная цепь, может быть, самая важная, которая шла от того реального человека, пусть потливого, с дурным запахом изо рта, левшой, правшой, мучимого изжогой, неважно, но такого же реального, как ты и я, который написал когда-то: «В начале было слово». И вот слова его остались, а он – в них, они стали его телом. И это единственное реальное бессмертие. Другого не бывает. Все остальное – там, в яме с кладбищенскими испражнениями.",neutral,book,pismovnik
"Дочкины болезни отнимали тело и душу, и стало легче объяснять себе его нелюбовь. Теперь можно было себя ругать за то, что стала меньше уделять ему внимания из-за ребенка, ведь муж почувствовал себя одиноким и покинутым. Когда ребенок заболевал, она думала только об этом, ничего другого для нее больше не существовало.",distress,book,pismovnik
"Закрываю глаза – а все равно вижу того мальчишку с культяпками, как он протягивает их к поднесенной ему кружке с чаем. Перевернешься на другой бок – перед глазами снова мост, который ведет к разрушенному вокзалу. Я был там вчера и видел, как его разводили, чтобы пропустить скопившиеся за ночь трупы. Неизвестно, что там, вверх по реке, происходит, но оттуда течением приносит бесконечные вереницы мертвых. У одного были связаны за спиной руки. Я видел только скрюченные пальцы, мне показалось, что они шевелятся, но это от волны.",fear,book,pismovnik
"Иногда приходится много писать – как вчера. Рука устает, болит, суставы кисти ноют. Стараюсь писать мельче, чтобы не так уставала, но на меня кричат, чтобы писал крупнее. А при этом от жары пот капает на бланки, размывает буквы. Бумаги прилипают к руке. Размажешь буквы, приходится снова все начинать. Опять ругань.",anger,book,pismovnik
"На обороте каких-то фотографий стояли написанные маминой рукой даты. На одном снимке папа обнимал маму где-то среди сугробов. Странно, что в октябре уже сугробы. Оба в старомодных лыжных костюмах, но лыж нигде не видно. Обратила внимание на дату. Подсчитала – получилось, что снимались они как раз в те дни, когда я была зачата. Мама улыбается, но глаза какие-то серьезные. А папа заливается во весь рот – ничего еще тогда не знал, ни про себя, ни про маму, ни про меня. На старых фотографиях вообще никто ничего никогда про себя не знает.",enjoyment,book,pismovnik
"Однажды я очень поздно вернулся из гимназии. Нахватал двоек, не хотел идти домой в уверенности, что опять будет головомойка. Гулял где-то допоздна, зная, что теперь попадет и за это. И вот прихожу, готовый к самому худшему, а мама, вместо того чтобы ругать, обнимает меня и целует. Я ничего не понимал, а потом понял – от бабушки вышел врач и долго мыл руки, тщательно, каждый палец отдельно. Мама поговорила с ним, потом прижала мою голову к груди и сказала, что бабушка уже при смерти. Она повела меня прощаться.",distress,book,pismovnik
"Обстрел идет из предместий и из артиллерийской школы, расположенной за высоким валом на берегу Пейхо напротив германской концессии. Там, говорят, обучались около трехсот молодых китайских офицеров, немцы поставили им новейшие орудия. Инструкторы-европейцы бежали, а один, который пытался повредить прицелы, был растерзан, и голова его до сих пор выставлена на бамбуковом шесте. По крайней мере, так рассказывают, а голову можно еще вчера было видеть в хорошую погоду в бинокль. Сегодня немцы и англичане взяли школу приступом. Большие потери и у наших союзников, и у китайцев.",excitement,book,pismovnik
"Уверен, он бы тебе понравился. Хотя Глазенап и имеет некоторые привычки, которые мне неприятны, как, например, сильно размахивать руками при разговоре, хватать собеседника за рукав, – он все же близок мне и симпатичен. Мне нравится его рассудительный голос, его умные глаза, уменьшенные линзами очков. Спать он может, только положив под голову свою китайскую узорную подушечку, набитую каким-то особым чаем, со специальной дырочкой для уха. А аромат этого чая, как он утверждает, очень полезен для глаз.",neutral,book,pismovnik
"Сашенька, так замечательно наблюдать за их рождающимся у всех на глазах чувством – среди крови, и смерти, и ран, и боли, и гноя, и грязи. Все замечают, как они тянутся друг к другу. На них смотрят с улыбкой. Конечно, им завидуют. Нет, неправильное слово. За них радуются. Столько зверства кругом, столько жестокости – и так радостно, что хотя бы в этих двух людях жива нежность.",startle,book,pismovnik
"Люси, оказывается, сделалась сестрой по необходимости. Она пыталась эвакуироваться из осажденного города, но последний поезд с беженцами, отправленный из Тяньцзиня в Таку, выходил под обстрелом, и несчастным людям, а вагоны были переполнены женщинами с детьми и ранеными, пришлось вернуться – железнодорожный путь уже был разрушен. Все вынуждены были остаться в осажденном городе и вынести жестокую бомбардировку. Она не могла сидеть в бездействии и пошла добровольно в госпиталь помогать. Теперь она могла бы уехать вместе с другими беженцами, но пока решила остаться в нашем лазарете. Действительно, Люси со своим теплом и лаской нужна раненым не меньше, чем лекарства.",neutral,book,pismovnik
"И что же это получается? Юлия-дурочка старается, шлет ему письма, а жестокосердный Сен-Пре отделывается короткими шутливыми посланиями, иногда в стихах, рифмуя селедок и шведок, амуницию и сублимацию, засранное очко и улыбку Джоконды (кстати, ты понял, чему она улыбается? – я, кажется, поняла), пупок и Бог.",enjoyment,book,pismovnik
"Иногда, когда свободен от дежурства, захожу к раненым посидеть и послушать их разговоры. Сегодня в одной палатке обсуждали артиллерию. Командир второй батареи Ансельм, которому раздробило локоть и осколком изуродовало нос – он остался практически без руки и с обезображенным лицом, но еще радуется, что так легко отделался, – так вот, он рассказывал, что китайцы стреляют из новейших крупповских орудий бездымным порохом, с позиций, совершенно закрытых железнодорожными насыпями, и из-за городского вала – отыскивать их чрезвычайно трудно.",excitement,book,pismovnik
"Папа меня никогда даже не шлепнул, а от нее я все детство получала и ремнем, и пощечины. Однажды они ругались, и я подошла к ней сзади, чтобы обнять, а она запивала таблетку, и я случайно ее толкнула под локоть. Она облилась и набросилась на меня, стала бить и не могла остановиться. Папа меня выхватил.",anger,book,pismovnik
"Носки всегда разбрасывал. Огрызок на книжной полке. Обрезки ногтей на столе. Но главное – носки. Это же не мелочи, это метки. Люди ведут себя, как животные, только не могут вспомнить – почему. Люди метят свою территорию запахом из ног, оставляя след. Все животные это понимают и ходят босиком. Вот Донька любит положить морду на ноги или тапки, и запах хозяев приятно щекочет ей ноздри.",neutral,book,pismovnik
"И нужно написать его жизнь до. Например, как в детстве играл в почтальона – брал охапку старых газет и рассовывал в почтовые ящики. И как в школе на переменках прятался с книжкой в раздевалке и в библиотеке – над ним издевались и самые трусливые, и самые слабые – вымещали то, что терпели от других. Знаешь, кстати, какое у меня было первое разочарование в литературе? Прочитал, как средневековые шуты задают своим сеньорам каверзные вопросы, а те старательно на них отвечают и каждый раз попадают впросак, и вот на перемене тоже попробовал спросить что-то простодушно-едкое у своих мучителей, а те, не дослушав, – хлоп меня по ушам!",disgust,book,pismovnik
"Понюхать даже больше. Как в книжке, которую папа читал мне в детстве перед сном. Есть разные люди. Есть люди, которые все время сражаются с журавлями. Есть люди с одной ногой, на которой они передвигаются стремительно, и у них настолько большая ступня, что они укрываются в ее обширной тени от солнечного зноя и отдыхают, словно внутри дома. А еще существуют иные люди, которые живут только запахами плодов. Когда им надо отправиться в дальний путь, то они берут с собой эти плоды, а если почувствуют дурной запах, умирают. Вот это про меня.",neutral,book,pismovnik
"«Обидно только, что в день моей смерти ничего не изменится и не произойдет, на станции будут точно так же продавать жареные семечки, доставать из мешка маленький стаканчик с горкой и высыпать в оттопыренный карман. На углу будут так же пить пиво, обсасывая пену с усов. В окне будет стоять женщина и мыть раму. И самое интересное, что этот день уже есть, каждый год по календарю приходит, его можно отмечать. Он уже есть, только еще мне не открыт, как какой-нибудь закон или остров».",distress,book,pismovnik
"Только прилег с тетрадкой, задумался, погрыз карандаш, взглянул на часы, а уже без десяти два! Ты же меня ждешь! Сейчас влезу в резиновые сапоги, наброшу старый дождевик и пойду – нашей дорожкой. Сначала до угла, там, где за забором сосед разводит чайные розы, потом лесом к мосту через овраг, а оттуда уже видна крыша вашей дачи. Особенно люблю ту тропинку через наш лес. Мне так нравится, как ты всякий раз удивляешься, что я знаю названия растений. А что тут такого? Это каждый может.",excitement,book,pismovnik
"«Проснулся утром, забыл – зачем. Потом вспомнил. Стал думать – как все-таки выглядит смерть? Ведь не скелет же с косой? Когда-то я спросил отца, почему он лжет. Он ответил: “Вырастешь, поговорим”. И вот я давно вырос, и теперь даже расту обратно, и спросил бы его совсем другое: “Отец, как выглядит смерть? Скажи, ты же знаешь!” Наверно, смерть выглядит очень просто – потолок или окно. Узор на обоях. Лицо, которое видишь последним».",fear,book,pismovnik
"Непонятно, кто мы, где и зачем мы вместе. Необъясним этот дождь, какие-то далекие выстрелы. Немыслимы эти бумаги, которые я должен переписывать бесконечно. Не может быть, чтобы та же рука, которая пишет тебе эти письма о моей любви, потом выводила буквы, которые принесут в чей-то дом горе, будто я вестник, приносящий плохую весть. Я не вестник.",distress,book,pismovnik
"Теперь корю себя, что, когда мы были вместе, у меня было столько возможностей показать тебе мою любовь, а я об этом не думал. А теперь ты так далеко, что ничего не могу для тебя сделать – ни обнять, ни поцеловать, ни провести ладонью по твоим волосам. Любви нужны не доказательства, но проявления. Так хочется купить тебе цветы! Никогда ведь не покупал. Один раз только, помнишь, нарвал тебе сирени в нашем парке. И еще хочется пойти с тобой и накупить тебе чего-нибудь ненужного, женского – колечко, брошку, сережки, шляпку, сумочку. Всегда казалось, что это все глупости, ерунда, а теперь только понял, как это важно и зачем все это нужно. Только здесь пришло понимание, почему так необходимы ненужные вещи!",shame,book,pismovnik
"Могильные холмы у них всюду, они сплошь покрывают все окрестности Тяньцзиня. Кирилл Глазенап мне все рассказал. Дело в том, что у них нет кладбищ, как у нас, а на каждом поле, обрабатываемом отдельной семьей, непременно отведен уголок предкам. Они мертвых не зарывают, а, наоборот, делают небольшую присыпку на земле, на которую ставят гроб и засыпают его сверху. Получается конусообразный холм, величина которого зависит от величины гроба и от важности покойника. Холм этот снаружи обмазывается смесью глины и соломы, так что получается что-то вроде киргизских юрт. У них считается, что предки помогают своим внукам. Так и есть – наши солдаты очень не любят эти могилы, потому что каждая из них представляет готовое укрытие для стрелка. Приходится все время быть настороже.",distress,book,pismovnik
"Все детство она тиранила меня как хотела. Помню, я провела по полу белую границу мелом, поделила нашу комнату пополам. Так она ее стерла и провела линию так, что я могла только ходить по краю от своей кровати к столу и к двери. Маме жаловаться было бесполезно, потому что с мамой она была сущим ангелом, а когда мы оставались одни, начинала меня щипать и дергать больно за волосы, чтобы я не ябедничала.",distress,book,pismovnik
"«Где-то читал описание, как сжигают человека в Индии на погребальном костре, и череп у него лопается, как каштан. Что-то не верится. А вот один знакомый рассказывал, что его мать сожгли – одной из первых – в новом крематории, который тогда только открыли. И тогда еще родственники могли смотреть через стекло, как горит труп. Непонятно только, зачем – чтобы убедиться, что не подменили, что ли? И вот он увидел, как его мать в огне приподнялась».",anger,book,pismovnik
"К ней тянутся. Это и понятно. Столько мужчин, оторванных от дома, от родных. Каждому хочется хоть каплю ласки, человеческого слова, тепла. Но Люси со всеми одинаково ласкова и никого близко не подпускает. Мне кажется, исключение делается только для Глазенапа. Я часто вижу их вместе, о чем-то оживленно беседующими. У сестры хороший легкий смех. Вот и сейчас Кирилл вернулся от нее в нашу палатку, повалился на койку и молча вздыхает. Протирает от песчаной пыли свои очки, толстые, как донышки стаканов. Я однажды попытался посмотреть через них – только глазам сделалось больно.",distress,book,pismovnik
